Weight,Height
55.379774946590175,175.19346514241172
81.80626905613678,185.32738913002578
87.37893368511106,168.91239851543142
57.68976522472434,174.0171172209894
84.45064193866483,176.90143991711113
76.19171390404748,165.98779528114164
82.33090239991735,172.24092481810416
98.4518947398092,170.12592400781796
66.31917825995694,170.9767609854883
58.693957534637654,162.26990216144534
56.65728355561715,170.24510174258944
57.762845725518424,174.9799829124545
68.84347435878844,184.5114360779504
75.11727962224965,179.59270826085208
74.15036198995028,191.53182457511556
82.40774873554035,162.32652437111952
70.1950283781686,178.72320636720679
91.80301115735975,171.8334200573835
66.03014750143066,191.89802933217672
110.80253749884429,161.91701714644847
79.3850102164751,161.60278157819224
57.14263665375576,164.0060735455598
53.93661252908332,148.76104275690193
77.23708622864778,164.7424497831924
66.64805822011223,162.40867338446301
80.71000741138138,171.50393786476207
77.09856436860318,173.41755975777158
68.9075663101469,188.76170839215885
57.29809422897392,179.5042383818605
47.27729162971203,164.23096344337597
63.302275718994686,161.01585328651643
82.84598191485209,174.91919171506507
73.21140616195306,156.7976679297936
51.31391831932018,188.31458765854353
72.59771388776772,181.79440120721287
75.77976069593255,165.30824347895296
56.74213845698301,152.86865470909123
72.30587658918292,183.53872374165414
70.87313077669,168.85460154747383
52.85544553254066,182.3781631197346
